#GENE	COV-1-1	COV-10-1	COV-2-1	COV-3-1	COV-4-1	COV-5-1	COV-7-1	COV-8-1	THR-238	THR-303	THR-313	THR-337	THR-369	THR-399	THR-415	THR-417	THR-428	THR-432
C11orf94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf95	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	11	0
C11orf96	1	1	1	2	0	10	6	0	0	0	0	0	0	0	0	4	13	0
C11orf97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf98	0	2	1	4	1	1	3	3	2	0	8	1	1	0	2	0	0	0
C11orf98P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf10	21	63	79	104	165	23	114	148	186	54	12	18	44	38	33	23	22	69
C12orf29	0	10	8	1	0	0	84	22	45	34	90	31	0	90	33	14	65	61
C12orf4	100	0	0	12	0	0	66	41	0	86	22	119	1	0	0	0	3	37
C12orf40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf42	0	3	0	0	0	0	0	0	0	0	0	10	0	11	0	3	9	4
C12orf43	0	0	0	0	0	6	20	0	0	19	0	0	23	0	0	0	0	14
C12orf45	0	0	19	0	6	3	32	5	17	0	1	43	1	4	0	4	6	8
C12orf49	33	26	65	6	148	48	125	25	160	121	0	41	105	47	79	96	102	51
C12orf50	0	0	0	0	0	17	13	0	0	0	0	0	0	0	0	0	0	0
C12orf54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf57	337	723	546	2495	513	1379	534	1600	836	1078	555	399	396	510	569	609	423	481
C12orf60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19
C12orf65	141	40	41	72	61	127	136	62	168	422	84	32	72	48	45	41	132	115
C12orf66	0	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
C12orf71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf73	26	7	13	32	2	21	14	5	0	38	0	1	4	3	0	4	30	0
C12orf75	44737	19373	28934	37404	48382	9266	46404	67959	19725	14110	21607	18483	12380	15857	19352	21218	26115	39677
C12orf76	23885	12491	15706	9680	20852	3510	14521	12209	18537	13309	12870	9335	6833	12203	15615	12236	10706	15391
C12orf77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13orf42	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
C13orf46	13	28	32	0	13	12	64	16	148	0	1	0	69	29	15	37	39	7
C14orf119	2078	1389	1418	1882	1542	294	1642	1681	2350	2935	2115	1484	1410	1837	2009	2348	986	2084
C14orf132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C14orf177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf178	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	1	0
C14orf180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf28	79	21	20	13	9	19	13	35	51	48	48	0	19	13	22	4	29	38
C14orf39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf93	39	10	0	22	0	0	0	0	0	32	13	0	0	24	0	44	0	4
C15orf32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf39	52	41	74	63	162	67	100	29	142	97	65	136	143	100	157	49	126	57
C15orf40	133	41	52	57	42	51	80	96	154	87	116	77	120	109	66	141	151	95
C15orf41	0	23	14	5	4	28	0	44	0	3	8	9	0	0	13	21	0	0
C15orf48	0	0	0	0	0	0	0	1	4	0	0	3	0	0	0	0	0	0
C15orf54	577	258	135	25	162	197	1034	254	3892	5106	6354	3812	2758	5447	5414	10390	5848	4988
C15orf56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf61	5	6	39	30	8	0	15	5	23	0	0	0	0	10	2	0	0	26
C15orf62	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C15orf65	43	0	22	1	0	3	10	18	26	82	21	15	20	3	39	20	15	35
C16orf46	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
C16orf54	26	75	10	8	53	40	43	19	180	774	11	83	154	71	40	74	75	63
C16orf58	0	0	3	0	21	0	22	0	0	37	8	0	0	3	0	0	8	6
C16orf70	26	0	0	0	0	0	0	0	1	0	15	0	4	11	3	18	1	0
C16orf71	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
C16orf72	691	186	453	87	434	112	426	219	576	1309	529	758	290	745	431	205	583	553
C16orf74	0	0	0	0	0	0	0	3	2	5	0	1	0	0	0	0	0	6
C16orf78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf82	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf86	127	101	85	33	116	14	97	90	206	140	103	49	50	90	30	101	141	28
C16orf87	758	187	382	179	183	141	187	340	223	2005	620	218	95	256	174	720	436	418
C16orf89	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf90	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0
C16orf91	30	6	10	36	8	0	76	12	24	16	0	1	0	4	4	23	10	15
C16orf92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf95	1	0	0	0	0	1	6	1	0	100	0	0	0	0	0	0	0	0
C16orf96	3	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0
C16orf97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf100	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7
C17orf102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf107	0	0	0	0	2	0	5	1	1	0	0	0	0	1	0	2	0	0
C17orf113	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C17orf49	5	0	1	0	0	0	2	14	7	7	1	8	0	3	0	3	2	1
C17orf50	1	2	3	28	27	0	1	5	16	16	5	2	10	12	35	9	31	19
C17orf58	37	19	36	1	71	2	24	13	134	143	46	75	27	32	46	81	54	50
C17orf64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf67	68	36	45	31	156	20	31	31	40	89	24	62	7	31	28	52	39	22
C17orf75	0	4	1	2	0	3	50	1	56	68	0	0	0	3	0	11	4	0
C17orf77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C17orf78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf80	103	1	27	21	68	37	241	36	99	143	85	72	74	8	39	79	26	37
C17orf97	0	5	2	0	10	1	5	4	4	6	6	1	5	1	0	3	3	10
C17orf98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf99	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0
C18orf12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C18orf15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C18orf21	127	11	2	0	50	12	24	49	19	137	24	0	8	4	1	11	5	21
C18orf25	184	46	47	8	62	33	64	8	185	270	284	62	45	166	178	131	93	131
C18orf32	538	421	637	578	520	184	706	1075	787	660	510	219	501	376	508	331	361	443
C18orf54	27	19	70	63	93	89	238	82	433	340	278	408	39	209	228	83	271	189
C18orf63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf12	2	6	40	0	0	0	13	5	10	0	18	0	0	15	0	1	20	28
C19orf18	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
C19orf25	225	281	326	139	490	71	318	558	831	259	355	265	345	346	196	314	466	208
C19orf33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf38	0	7	0	0	0	10	30	47	27	45	18	0	24	1	0	0	9	19
C19orf44	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	4	0
C19orf47	0	8	0	0	18	0	0	10	18	23	3	42	0	17	0	3	5	7
C19orf48	21	0	15	0	0	15	94	8	28	0	4	21	12	0	0	11	5	17
C19orf53	305	111	280	1246	289	548	270	740	141	307	137	100	168	100	42	141	156	241
C19orf54	18	2	45	2	2	1	69	17	1	0	2	0	0	16	2	0	36	2
C19orf57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf67	6	17	10	30	14	5	8	30	31	32	6	29	29	29	55	8	52	32
C19orf71	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0
C19orf73	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf81	3	1	2	9	0	3	12	2	0	0	3	0	2	0	0	0	1	3
C19orf84	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0
C19orf85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1D	477	83	216	267	176	74	218	159	301	381	397	99	182	173	201	462	213	414
C1DP1	42	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0
C1DP2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
C1DP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1DP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1DP5	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	7	28
C1GALT1	4448	1333	2539	860	2802	317	4497	2320	6367	6203	5274	4362	1034	5211	5192	3683	3113	3782
C1GALT1C1	8	9	0	80	12	0	134	21	94	252	84	481	4	42	5	78	32	3
C1GALT1C1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1GALT1P1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C1GALT1P2	10	28	41	68	13	13	113	14	272	190	183	394	236	344	470	251	244	347
C1GALT1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QA	6	0	0	0	0	0	2	0	6	2	0	0	0	0	0	1	0	16
C1QB	0	0	0	0	0	0	0	0	0	17	5	0	0	1	0	0	5	13
C1QBP	7	4	31	0	0	8	68	49	91	55	4	11	20	8	10	3	22	88
C1QBPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QBPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QC	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
C1QL1	1	0	2	0	21	0	19	5	5	1	6	8	4	2	0	0	6	0
C1QL1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QL3	0	0	0	0	0	0	0	3	0	0	3	0	2	3	0	0	0	0
C1QL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
C1QTNF1-AS1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
C1QTNF12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C1QTNF2	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	2
C1QTNF3	0	0	0	0	0	0	0	0	37	0	0	0	0	4	0	0	0	0
C1QTNF3-AMACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF6	6	13	20	11	0	0	2	0	0	0	17	0	10	0	0	4	11	0
C1QTNF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF7-AS1	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	1	1	0
C1QTNF8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
C1QTNF9	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8
C1QTNF9-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF9B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1R	0	0	11	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0
C1RL	0	2	8	0	0	10	0	5	1	1	0	0	0	0	0	17	10	9
C1RL-AS1	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	6	1
C1S	92	0	23	27	34	0	2	5	0	0	0	0	0	0	0	0	3	0
C1orf100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf105	0	0	0	1	0	0	2	2	0	0	1	0	0	5	0	0	0	23
C1orf109	0	14	0	3	0	18	0	0	0	0	0	0	0	0	12	0	3	24
C1orf112	995	595	1465	256	803	909	511	437	2993	870	384	689	639	2690	451	1837	1573	734
C1orf115	107	44	46	32	2	46	4	28	18	52	29	46	38	68	36	61	53	105
C1orf116	554	470	1008	39	629	82	825	236	1862	1667	1130	576	1622	1971	1004	907	1706	634
C1orf122	139	115	198	336	332	248	106	839	111	84	111	69	73	74	48	108	81	114
C1orf127	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	1	0
C1orf131	100	22	7	42	2	29	121	80	49	321	96	25	34	34	19	81	35	64
C1orf141	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	3
C1orf146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf159	0	18	42	6	38	9	28	23	100	94	83	20	7	20	4	14	66	26
C1orf162	33	54	22	56	0	34	178	140	285	54	12	57	79	12	18	21	31	242
C1orf167	0	0	0	3	0	0	0	0	0	0	0	0	7	1	0	0	1	0
C1orf167-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf174	522	584	537	344	939	78	476	407	941	1403	617	222	336	216	255	313	415	644
C1orf185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf189	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
C1orf194	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
C1orf195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf198	9376	10171	14468	3485	12698	1102	16428	2927	20656	8504	10854	2889	7289	11236	8926	6770	16662	6561
C1orf21	1395	536	592	227	1031	154	1015	313	1123	1452	436	934	367	999	987	1224	1217	1665
C1orf210	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf216	84	88	78	20	111	8	125	13	168	163	39	107	162	15	1	116	114	88
C1orf220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf226	0	0	0	0	0	18	5	0	0	0	0	0	0	0	0	9	0	0
C1orf229	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C1orf232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf35	5	17	38	45	44	41	48	35	56	54	38	71	29	17	32	18	37	25
C1orf43	8001	2829	6732	3138	4235	1243	5676	4421	3606	4268	2703	2040	1505	2579	1777	2141	2592	2157
C1orf50	147	25	2	0	3	1	0	4	0	23	39	1	32	19	0	26	28	1
C1orf52	472	214	116	189	308	129	215	235	691	1139	523	316	406	683	562	699	709	543
C1orf53	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	11
C1orf54	41	0	0	48	0	69	23	8	9	38	43	0	0	13	0	13	11	56
C1orf56	27	2	10	0	1	4	5	1	2	6	0	28	13	0	6	0	0	0
C1orf61	0	5	0	0	0	0	6	2	0	0	0	0	0	0	0	0	9	0
C1orf68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf87	25	548	0	1	1	4	56	6	196	328	122	153	27	116	1398	72	93	299
C1orf94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2	4	9	11	1	1	7	1	3	0	4	6	0	0	0	0	0	3	0
C2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C20orf141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C20orf144	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0
C20orf173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C20orf181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C20orf194	58	14	22	18	12	64	6	13	16	24	41	3	13	18	37	36	42	24
C20orf197	119	118	127	49	107	55	40	55	203	582	209	375	82	98	204	187	242	236
C20orf202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C20orf203	0	1	0	0	0	5	12	0	0	0	6	0	0	0	0	8	2	0
C20orf204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C20orf27	322	448	544	121	401	24	774	398	173	96	171	65	49	34	99	32	27	88
C20orf85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C20orf96	125	107	157	161	194	252	124	138	924	243	154	46	80	59	50	30	81	91
C21orf58	614	778	694	758	988	428	864	367	1472	1358	338	188	794	827	459	512	1002	363
C21orf62	2	296	0	0	0	0	0	0	0	2	5	0	0	0	1	2	1	0
C21orf62-AS1	265	167	179	59	115	28	26	122	77	220	240	144	156	155	255	312	179	217
C21orf91	295	127	112	42	79	61	287	95	176	458	278	193	18	120	118	232	141	60
C21orf91-OT1	0	4	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
C22orf15	50	112	67	36	96	53	190	195	118	166	145	23	129	105	37	82	116	20
C22orf23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C22orf24	43	34	38	41	42	35	54	37	19	39	10	4	54	31	17	15	19	24
C22orf31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C22orf34	22	0	0	0	0	15	11	5	2	0	0	0	0	0	0	14	6	5
C22orf39	2709	2898	2734	1680	2252	957	2785	3389	4113	4695	2307	2041	3015	3480	3033	3329	2758	2097
C22orf42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C22orf46	70	42	32	10	33	0	85	39	18	67	27	0	36	42	42	1	27	15
C2CD2	2	5	0	3	7	0	0	0	1	47	0	0	36	28	2	0	11	0
C2CD2L	444	473	473	32	559	65	411	167	427	509	253	149	343	187	141	248	360	92
C2CD3	191	15	173	95	226	7	157	56	194	150	104	110	135	183	87	92	124	92
C2CD4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2CD4B	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
C2CD4C	1	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0
C2CD4D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
C2CD4D-AS1	29	7	1	0	4	0	14	0	32	13	4	8	38	7	11	8	18	0
C2CD5	346	72	115	3	71	54	412	68	225	551	65	145	114	115	59	230	65	167
C2CD6	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
C2orf15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24	24	0	0
C2orf16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C2orf27A	1	0	0	5	0	0	0	4	6	0	0	0	0	0	5	14	0	16
C2orf27AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf27AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf27AP3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C2orf27B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf42	24	23	8	22	79	1	0	15	1	70	15	0	33	52	57	88	38	30
C2orf49	430	37	59	48	57	19	80	66	107	235	97	54	65	58	42	101	35	99
C2orf50	0	2	0	7	0	9	0	0	1	0	0	0	0	0	0	0	5	0
C2orf66	192	51	40	74	42	1	6	39	81	1	26	18	53	9	18	0	22	19
C2orf68	1991	1177	926	764	2473	616	2105	1350	3167	1616	1276	1034	2037	1946	1822	1495	1990	1438
C2orf69	429	200	527	223	356	165	767	302	914	533	534	694	287	671	426	355	565	724
C2orf69P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf69P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf69P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf69P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
C2orf74	0	0	0	10	5	0	5	1	1	1	1	0	3	0	0	1	0	8
C2orf76	58	20	42	283	34	58	96	104	12	93	21	7	9	29	6	39	10	161
C2orf78	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf80	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
C2orf81	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
C2orf83	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1
C2orf88	72151	37594	50649	24527	38404	19215	71512	31936	141415	103474	131025	96795	54251	157900	137203	158188	110134	127245
C2orf91	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
C2orf92	0	5	8	0	24	9	0	7	3	0	4	0	2	0	0	0	0	1
C3	0	1	0	52	43	0	0	0	18	0	0	0	0	73	36	0	19	22
C3AR1	14	23	17	0	98	0	76	0	0	45	0	0	16	1	0	0	4	23
C3P1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
C3orf14	14	15	0	36	0	0	0	0	0	0	0	161	1	33	0	0	1	32
C3orf18	0	0	0	0	9	0	11	0	0	0	0	0	0	2	0	0	3	0
C3orf20	0	0	0	0	0	18	0	0	64	79	0	28	82	20	11	44	22	4
C3orf22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf33	0	0	0	0	4	0	0	6	9	9	0	0	0	0	1	0	0	0
C3orf35	1	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
C3orf36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf38	926	119	202	67	136	99	371	81	378	1379	911	452	248	211	261	375	171	392
C3orf49	0	0	0	7	0	0	0	4	0	0	0	0	2	0	0	0	0	0
C3orf52	84	33	142	59	39	2	125	32	110	222	201	42	122	77	57	82	116	109
C3orf56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf62	0	3	0	0	0	0	6	0	23	5	0	0	10	0	0	0	2	0
C3orf67	0	10	6	37	1	0	0	26	16	81	11	0	63	0	0	0	6	14
C3orf67-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf70	51	0	0	7	24	0	6	3	36	0	0	0	0	0	0	3	0	0
C3orf80	9	5	14	2	4	15	11	23	5	4	0	6	18	1	8	15	34	3
C3orf84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf86	68	22	66	105	122	22	59	114	103	60	17	6	31	18	47	30	30	16
C4A	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C4A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4B	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	2	0	0
C4B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4BPA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0
C4BPAP1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
C4BPAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4BPB	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
C4orf17	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
C4orf19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4orf3	18475	11099	14945	24008	14345	11015	25245	18887	31302	20845	30298	28927	20459	40951	33405	40718	29712	49388
C4orf33	664	192	215	88	285	65	204	231	219	918	183	632	171	214	204	68	295	390
C4orf36	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1
C4orf45	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
C4orf46	0	32	8	31	55	30	154	1	49	23	28	80	45	0	0	10	41	0
C4orf47	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0
C4orf48	51	54	91	291	82	132	70	212	24	7	10	12	1	13	10	10	25	7
C4orf50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4orf51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
C4orf54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5	78	8	81	18	23	5	33	10	56	57	66	0	0	0	0	1	14	129
C5AR1	0	18	0	11	0	5	18	32	153	0	0	40	3	8	0	34	21	18
C5AR2	2	32	1	10	0	0	0	0	0	0	0	25	0	0	0	0	0	18
C5orf15	79	23	64	30	106	12	267	64	131	578	56	104	113	142	89	144	123	170
C5orf17	98	29	12	0	0	0	109	39	57	2	1	0	0	4	76	0	12	5
C5orf22	426	165	392	157	281	56	324	191	645	281	826	378	76	428	148	81	445	693
C5orf24	147	30	53	104	76	45	102	59	198	121	143	57	53	119	50	126	201	62
C5orf34	0	0	7	0	0	0	62	10	23	0	0	0	0	0	0	0	0	0
C5orf34-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf47	0	0	0	6	0	0	11	8	0	0	0	0	0	0	0	0	0	9
C5orf49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf51	430	183	108	327	191	63	305	175	227	1239	527	102	279	495	367	293	450	845
C5orf52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf58	0	0	0	0	0	0	0	0	9	5	1	0	0	0	0	0	0	0
C5orf60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf63	0	0	3	51	1	11	1	0	27	1	0	1	0	0	1	0	0	2
C5orf64	0	0	0	4	0	2	0	0	0	0	0	0	0	2	0	0	0	0
C5orf64-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf66	0	3	3	0	0	0	0	12	1	1	1	0	0	79	60	1	0	1
C5orf66-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf66-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
C6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf120	70	39	117	50	67	38	101	16	323	148	141	72	27	222	148	187	204	115
